T U C_V $Q_{6}$ $P_{2}$
1.205220522052205256e-01 -7.196329113116173630e+02 2.610701814564007606e+01 4.105379150391691989e-01 8.131916294258559885e-01
1.206120612061206132e-01 -7.196305554656059940e+02 2.623996317882558671e+01 4.105375771237762539e-01 8.131845934839543322e-01
1.207020702070207008e-01 -7.196281876309141126e+02 2.637340686114811916e+01 4.105372390657890946e-01 8.131775144229448360e-01
1.207920792079207883e-01 -7.196258077626088152e+02 2.650735030699827277e+01 4.105369008806613040e-01 8.131703920390911389e-01
1.208820882088208898e-01 -7.196234158156447620e+02 2.664179484388487040e+01 4.105365625839882959e-01 8.131632261282983887e-01
1.209720972097209774e-01 -7.196210117448657684e+02 2.677674167275041484e+01 4.105362241915066490e-01 8.131560164861233453e-01
1.210621062106210649e-01 -7.196185955050053735e+02 2.691219205556145511e+01 4.105358857190957167e-01 8.131487629077820412e-01
1.211521152115211525e-01 -7.196161670506850214e+02 2.704814720776866110e+01 4.105355471827765168e-01 8.131414651881493372e-01
1.212421242124212539e-01 -7.196137263364141745e+02 2.718460835407530496e+01 4.105352085987108990e-01 8.131341231217729115e-01
1.213321332133213415e-01 -7.196112733165915643e+02 2.732157676394059820e+01 4.105348699832027104e-01 8.131267365028780336e-01
1.214221422142214291e-01 -7.196088079455025763e+02 2.745905369201356905e+01 4.105345313526969631e-01 8.131193051253708948e-01
1.215121512151215166e-01 -7.196063301773218654e+02 2.759704035063329641e+01 4.105341927237797228e-01 8.131118287828498215e-01
1.216021602160216042e-01 -7.196038399661122185e+02 2.773553799279228826e+01 4.105338541131782759e-01 8.131043072686114925e-01
1.216921692169216918e-01 -7.196013372658223943e+02 2.787454790789208658e+01 4.105335155377600187e-01 8.130967403756542700e-01
1.217821782178217793e-01 -7.195988220302911031e+02 2.801407127231983551e+01 4.105331770145339565e-01 8.130891278966920765e-01
1.218721872187218808e-01 -7.195962942132423450e+02 2.815410942851479348e+01 4.105328385606478725e-01 8.130814696241535078e-01
1.219621962196219683e-01 -7.195937537682895027e+02 2.829466355502353991e+01 4.105325001933901041e-01 8.130737653501962647e-01
1.220522052205220559e-01 -7.195912006489320447e+02 2.843573488260101101e+01 4.105321619301895986e-01 8.130660148667100406e-01
1.221422142214221435e-01 -7.195886348085556392e+02 2.857732477574784369e+01 4.105318237886128596e-01 8.130582179653249586e-01
1.222322232223222449e-01 -7.195860562004352232e+02 2.871943436939303851e+01 4.105314857863668898e-01 8.130503744374194541e-01
1.223222322232223325e-01 -7.195834647777297732e+02 2.886206506462031740e+01 4.105311479412965814e-01 8.130424840741280468e-01
1.224122412241224200e-01 -7.195808604934884443e+02 2.900521794791524854e+01 4.105308102713853824e-01 8.130345466663484455e-01
1.225022502250225076e-01 -7.195782433006439760e+02 2.914889440242487950e+01 4.105304727947543530e-01 8.130265620047495423e-01
1.225922592259225952e-01 -7.195756131520165582e+02 2.929309566424003108e+01 4.105301355296624433e-01 8.130185298797766302e-01
1.226822682268226827e-01 -7.195729700003132621e+02 2.943782293561287489e+01 4.105297984945051049e-01 8.130104500816628388e-01
1.227722772277227703e-01 -7.195703137981266764e+02 2.958307759758559286e+01 4.105294617078150132e-01 8.130023224004372384e-01
1.228622862286228717e-01 -7.195676444979350208e+02 2.972886085005528400e+01 4.105291251882597359e-01 8.129941466259252847e-01
1.229522952295229593e-01 -7.195649620521049883e+02 2.987517392870763899e+01 4.105287889546438418e-01 8.129859225477692464e-01
1.230423042304230469e-01 -7.195622664128865154e+02 3.002201814703496296e+01 4.105284530259060705e-01 8.129776499554248748e-01
1.231323132313231344e-01 -7.195595575324151696e+02 3.016939478057963697e+01 4.105281174211199424e-01 8.129693286381740602e-01
1.232223222322232220e-01 -7.195568353627146507e+02 3.031730503652881836e+01 4.105277821594925380e-01 8.129609583851347132e-01
1.233123312331233234e-01 -7.195540998556928116e+02 3.046575022262971899e+01 4.105274472603654967e-01 8.129525389852676476e-01
1.234023402340234110e-01 -7.195513509631406350e+02 3.061473172350933680e+01 4.105271127432104095e-01 8.129440702273789121e-01
1.234923492349234986e-01 -7.195485886367388275e+02 3.076425064895424910e+01 4.105267786276342590e-01 8.129355519001404407e-01
1.235823582358235861e-01 -7.195458128280504297e+02 3.091430833135919087e+01 4.105264449333732579e-01 8.129269837920864994e-01
1.236723672367236737e-01 -7.195430234885230902e+02 3.106490609575362782e+01 4.105261116802949584e-01 8.129183656916281198e-01
1.237623762376237613e-01 -7.195402205694927034e+02 3.121604510403424726e+01 4.105257788883973080e-01 8.129096973870630904e-01
1.238523852385238488e-01 -7.195374040221749965e+02 3.136772679252054630e+01 4.105254465778064299e-01 8.129009786665750692e-01
1.239423942394239503e-01 -7.195345737976754208e+02 3.151995232810370240e+01 4.105251147687780655e-01 8.128922093182577857e-01
1.240324032403240379e-01 -7.195317298469806246e+02 3.167272309070824932e+01 4.105247834816954100e-01 8.128833891301081582e-01
1.241224122412241254e-01 -7.195288721209645928e+02 3.182604019946618834e+01 4.105244527370683350e-01 8.128745178900436130e-01
1.242124212421242130e-01 -7.195260005703829620e+02 3.197990509935718251e+01 4.105241225555325002e-01 8.128655953859088568e-01
1.243024302430243144e-01 -7.195231151458775685e+02 3.213431902389301342e+01 4.105237929578497424e-01 8.128566214054837591e-01
1.243924392439244020e-01 -7.195202157979741742e+02 3.228928322233825554e+01 4.105234639649055772e-01 8.128475957364950100e-01
1.244824482448244896e-01 -7.195173024770824668e+02 3.244479901968476554e+01 4.105231355977091989e-01 8.128385181666204495e-01
1.245724572457245771e-01 -7.195143751334954914e+02 3.260086771481727652e+01 4.105228078773919820e-01 8.128293884835012806e-01
1.246624662466246647e-01 -7.195114337173926060e+02 3.275749055072408567e+01 4.105224808252076474e-01 8.128202064747526157e-01
1.247524752475247523e-01 -7.195084781788337978e+02 3.291466890937121548e+01 4.105221544625294872e-01 8.128109719279654755e-01
1.248424842484248398e-01 -7.195055084677662762e+02 3.307240394468760769e+01 4.105218288108516966e-01 8.128016846307245524e-01
1.249324932493249413e-01 -7.195025245340179936e+02 3.323069705408705232e+01 4.105215038917858772e-01 8.127923443706116524e-01
1.250225022502250150e-01 -7.194995263273024193e+02 3.338954948941320566e+01 4.105211797270617025e-01 8.127829509352156867e-01
1.251125112511251025e-01 -7.194965137972151297e+02 3.354896259224331345e+01 4.105208563385249754e-01 8.127735041121434412e-01
1.252025202520252178e-01 -7.194934868932366498e+02 3.370893758157530584e+01 4.105205337481372951e-01 8.127640036890272368e-01
1.252925292529253054e-01 -7.194904455647300665e+02 3.386947580683245462e+01 4.105202119779745029e-01 8.127544494535359210e-01
1.253825382538253930e-01 -7.194873897609415963e+02 3.403057856178516971e+01 4.105198910502246279e-01 8.127448411933824168e-01
1.254725472547254805e-01 -7.194843194310013814e+02 3.419224710711986859e+01 4.105195709871891085e-01 8.127351786963334934e-01
1.255625562556255681e-01 -7.194812345239215574e+02 3.435448281465020415e+01 4.105192518112787403e-01 8.127254617502189804e-01
1.256525652565256557e-01 -7.194781349885987538e+02 3.451728691212625222e+01 4.105189335450143417e-01 8.127156901429430924e-01
1.257425742574257432e-01 -7.194750207738112522e+02 3.468066071986224586e+01 4.105186162110248671e-01 8.127058636624885368e-01
1.258325832583258308e-01 -7.194718918282213735e+02 3.484460555815826410e+01 4.105182998320463517e-01 8.126959820969354986e-01
1.259225922592259184e-01 -7.194687481003735456e+02 3.500912269589414194e+01 4.105179844309203574e-01 8.126860452344595309e-01
1.260126012601260059e-01 -7.194655895386945303e+02 3.517421350850661099e+01 4.105176700305924742e-01 8.126760528633497627e-01
1.261026102610260935e-01 -7.194624160914953563e+02 3.533987920268384642e+01 4.105173566541113206e-01 8.126660047720143387e-01
1.261926192619262088e-01 -7.194592277069684769e+02 3.550612115383391654e+01 4.105170443246279333e-01 8.126559007489930764e-01
1.262826282628262964e-01 -7.194560243331899301e+02 3.567294059827037955e+01 4.105167330653919366e-01 8.126457405829625724e-01
1.263726372637263839e-01 -7.194528059181168373e+02 3.584033890390401922e+01 4.105164228997533193e-01 8.126355240627489707e-01
1.264626462646264715e-01 -7.194495724095901323e+02 3.600831734727749733e+01 4.105161138511578822e-01 8.126252509773375099e-01
1.265526552655265591e-01 -7.194463237553319459e+02 3.617687725957871692e+01 4.105158059431484041e-01 8.126149211158804064e-01
1.266426642664266466e-01 -7.194430599029484483e+02 3.634601992099068468e+01 4.105154991993609226e-01 8.126045342677096217e-01
1.267326732673267342e-01 -7.194397807999260976e+02 3.651574668063624074e+01 4.105151936435246784e-01 8.125940902223419693e-01
1.268226822682268218e-01 -7.194364863936356187e+02 3.668605877512704438e+01 4.105148892994601173e-01 8.125835887694929927e-01
1.269126912691269093e-01 -7.194331766313287062e+02 3.685695757870327327e+01 4.105145861910775018e-01 8.125730296990850698e-01
1.270027002700269969e-01 -7.194298514601398438e+02 3.702844434241764304e+01 4.105142843423739696e-01 8.125624128012554070e-01
1.270927092709270845e-01 -7.194265108270843712e+02 3.720052044003989522e+01 4.105139837774341438e-01 8.125517378663698054e-01
1.271827182718271998e-01 -7.194231546790614402e+02 3.737318716206036839e+01 4.105136845204265805e-01 8.125410046850275458e-01
1.272727272727272874e-01 -7.194197829628517411e+02 3.754644578813375233e+01 4.105133865956033246e-01 8.125302130480761553e-01
1.273627362736273749e-01 -7.194163956251171612e+02 3.772029763379124745e+01 4.105130900272970784e-01 8.125193627466139601e-01
1.274527452745274625e-01 -7.194129926124023768e+02 3.789474406809103613e+01 4.105127948399204807e-01 8.125084535720110690e-01
1.275427542754275501e-01 -7.194095738711341710e+02 3.806978633431593551e+01 4.105125010579634970e-01 8.124974853159073751e-01
1.276327632763276376e-01 -7.194061393476207513e+02 3.824542577238405272e+01 4.105122087059920877e-01 8.124864577702285429e-01
1.277227722772277252e-01 -7.194026889880517501e+02 3.842166371467923369e+01 4.105119178086465981e-01 8.124753707271947789e-01
1.278127812781278128e-01 -7.193992227385004981e+02 3.859850141839137194e+01 4.105116283906395380e-01 8.124642239793314902e-01
1.279027902790279003e-01 -7.193957405449201588e+02 3.877594022970551890e+01 4.105113404767533614e-01 8.124530173194742799e-01
1.279927992799279879e-01 -7.193922423531460026e+02 3.895398149788911013e+01 4.105110540918390782e-01 8.124417505407861562e-01
1.280828082808280755e-01 -7.193887281088968848e+02 3.913262648655394571e+01 4.105107692608149228e-01 8.124304234367617505e-01
1.281728172817281908e-01 -7.193851977577714933e+02 3.931187651596982136e+01 4.105104860086630780e-01 8.124190358012379765e-01
1.282628262826282783e-01 -7.193816512452519873e+02 3.949173288481491539e+01 4.105102043604287876e-01 8.124075874284061305e-01
1.283528352835283659e-01 -7.193780885166995631e+02 3.967219695511111865e+01 4.105099243412165810e-01 8.123960781128163333e-01
1.284428442844284535e-01 -7.193745095173607069e+02 3.985326997888289213e+01 4.105096459761913841e-01 8.123845076493931838e-01
1.285328532853285410e-01 -7.193709141923611696e+02 4.003495333145300350e+01 4.105093692905739666e-01 8.123728758334438638e-01
1.286228622862286286e-01 -7.193673024867094909e+02 4.021724830298273190e+01 4.105090943096392775e-01 8.123611824606631338e-01
1.287128712871287162e-01 -7.193636743452957489e+02 4.040015617986353647e+01 4.105088210587147790e-01 8.123494273271495425e-01
1.288028802880288037e-01 -7.193600297128917873e+02 4.058367831841066931e+01 4.105085495631781711e-01 8.123376102294107559e-01
1.288928892889288913e-01 -7.193563685341509881e+02 4.076781599020122826e+01 4.105082798484555040e-01 8.123257309643729940e-01
1.289828982898289789e-01 -7.193526907536090675e+02 4.095257055409208391e+01 4.105080119400183469e-01 8.123137893293945755e-01
1.290729072907290664e-01 -7.193489963156835074e+02 4.113794328439818315e+01 4.105077458633823451e-01 8.123017851222708030e-01
1.291629162916291818e-01 -7.193452851646724184e+02 4.132393552847448603e+01 4.105074816441042218e-01 8.122897181412448431e-01
1.292529252925292693e-01 -7.193415572447579507e+02 4.151054856682843308e+01 4.105072193077807241e-01 8.122775881850191615e-01
1.293429342934293569e-01 -7.193378125000011778e+02 4.169778373534811067e+01 4.105069588800442926e-01 8.122653950527606304e-01
1.294329432943294445e-01 -7.193340508743486907e+02 4.188564228940001755e+01 4.105067003865637276e-01 8.122531385441169594e-01
1.295229522952295320e-01 -7.193302723116254356e+02 4.207412564378191888e+01 4.105064438530385829e-01 8.122408184592175839e-01
1.296129612961296196e-01 -7.193264767555411936e+02 4.226323501819021544e+01 4.105061893051996647e-01 8.122284345986895415e-01
1.297029702970297071e-01 -7.193226641496850107e+02 4.245297177418301260e+01 4.105059367688049243e-01 8.122159867636604691e-01
1.297929792979297947e-01 -7.193188344375303132e+02 4.264333718613934820e+01 4.105056862696375153e-01 8.122034747557763668e-01
1.298829882988298823e-01 -7.193149875624310425e+02 4.283433260402117781e+01 4.105054378335039056e-01 8.121908983772020418e-01
1.299729972997299698e-01 -7.193111234676239292e+02 4.302595932190236283e+01 4.105051914862302143e-01 8.121782574306363189e-01
1.300630063006300574e-01 -7.193072420962274691e+02 4.321821864716049078e+01 4.105049472536620447e-01 8.121655517193155926e-01
1.301530153015301727e-01 -7.193033433912430610e+02 4.341111186601100513e+01 4.105047051616589338e-01 8.121527810470294817e-01
1.302430243024302325e-01 -7.192994272955529595e+02 4.360464032599459472e+01 4.105044652360943513e-01 8.121399452181236045e-01
1.303330333033303479e-01 -7.192954937519231180e+02 4.379880531903488361e+01 4.105042275028519261e-01 8.121270440375129018e-01
1.304230423042304354e-01 -7.192915427030012552e+02 4.399360815024819971e+01 4.105039919878240573e-01 8.121140773106875210e-01
1.305130513051305230e-01 -7.192875740913166283e+02 4.418905014125734709e+01 4.105037587169072522e-01 8.121010448437216978e-01
1.306030603060306106e-01 -7.192835878592836707e+02 4.438513253110290435e+01 4.105035277160023477e-01 8.120879464432871897e-01
1.306930693069306981e-01 -7.192795839491957395e+02 4.458185668126768064e+01 4.105032990110090152e-01 8.120747819166515002e-01
1.307830783078307857e-01 -7.192755623032311405e+02 4.477922390466661540e+01 4.105030726278258157e-01 8.120615510716991947e-01
1.308730873087308733e-01 -7.192715228634505138e+02 4.497723548296006868e+01 4.105028485923452597e-01 8.120482537169316783e-01
1.309630963096309608e-01 -7.192674655717963788e+02 4.517589273123772386e+01 4.105026269304530850e-01 8.120348896614768552e-01
1.310531053105310484e-01 -7.192633903700950668e+02 4.537519695032947453e+01 4.105024076680240386e-01 8.120214587151016739e-01
1.311431143114311360e-01 -7.192592972000554710e+02 4.557514943704425292e+01 4.105021908309203771e-01 8.120079606882136813e-01
1.312331233123312235e-01 -7.192551860032691593e+02 4.577575151122385222e+01 4.105019764449882036e-01 8.119943953918778989e-01
1.313231323132313388e-01 -7.192510567212119668e+02 4.597700438056552485e+01 4.105017645360551359e-01 8.119807626378132692e-01
1.314131413141314264e-01 -7.192469092952416077e+02 4.617890945483997456e+01 4.105015551299282528e-01 8.119670622384159708e-01
1.315031503150315140e-01 -7.192427436665992673e+02 4.638146798770636536e+01 4.105013482523895973e-01 8.119532940067506477e-01
1.315931593159316015e-01 -7.192385597764106251e+02 4.658468125591819131e+01 4.105011439291954001e-01 8.119394577565710591e-01
1.316831683168316891e-01 -7.192343575656841494e+02 4.678855054572662908e+01 4.105009421860713603e-01 8.119255533023224114e-01
1.317731773177317767e-01 -7.192301369753106428e+02 4.699307722990378267e+01 4.105007430487113695e-01 8.119115804591483521e-01
1.318631863186318642e-01 -7.192258979460676755e+02 4.719826247255181073e+01 4.105005465427741806e-01 8.118975390429017391e-01
1.319531953195319518e-01 -7.192216404186133332e+02 4.740410765842099750e+01 4.105003526938798553e-01 8.118834288701489710e-01
1.320432043204320394e-01 -7.192173643334926965e+02 4.761061402416316923e+01 4.105001615276083204e-01 8.118692497581808665e-01
